UserId,Continent,Country,City
889,South America,Chile,Santiago
890,North America,Mexico,Mexico City
891,Australia,New Zealand,Queenstown
892,North America,Mexico,Cancun
893,Africa,South Africa,Cape Town
894,Africa,South Africa,Cape Town
895,South America,Chile,Santiago
896,North America,Mexico,Mexico City
897,Africa,Egypt,Luxor
898,North America,Canada,Vancouver
899,Africa,Egypt,Luxor
900,Australia,Australia,Sydney
901,South America,Chile,Santiago
902,Europe,Germany,Munich
903,Europe,Italy,Rome
904,Africa,Kenya,Nairobi
905,Australia,Australia,Sydney
906,South America,Argentina,Buenos Aires
907,Africa,South Africa,Cape Town
908,Asia,Japan,Tokyo
909,Europe,Germany,Munich
910,South America,Argentina,Buenos Aires
911,Australia,Australia,Melbourne
912,Africa,Kenya,Nairobi
913,North America,USA,Las Vegas
914,Australia,New Zealand,Auckland
915,Australia,New Zealand,Auckland
916,Europe,France,Paris
917,Europe,Germany,Munich
918,Asia,India,Mumbai
919,Asia,Japan,Osaka
920,Africa,Kenya,Mombasa
921,North America,Mexico,Mexico City
922,Asia,Japan,Osaka
923,South America,Argentina,Buenos Aires
924,Asia,Thailand,Phuket
925,Africa,South Africa,Cape Town
926,North America,Canada,Toronto
927,Africa,Egypt,Luxor
928,Africa,South Africa,Cape Town
929,South America,Chile,Santiago
930,North America,Canada,Toronto
931,Australia,Australia,Sydney
932,Asia,Japan,Tokyo
933,Europe,Germany,Berlin
934,Africa,Kenya,Nairobi
935,Europe,Italy,Rome
936,Asia,India,Jaipur
937,South America,Argentina,Buenos Aires
938,North America,Canada,Vancouver
939,Europe,Germany,Berlin
940,Africa,Kenya,Mombasa
941,Africa,Egypt,Luxor
942,North America,USA,New York
943,North America,Canada,Toronto
944,South America,Brazil,Rio de Janeiro
945,South America,Argentina,Buenos Aires
946,South America,Brazil,Sao Paulo
947,North America,USA,Los Angeles
948,Europe,Spain,Barcelona
949,South America,Brazil,Sao Paulo
950,North America,Canada,Vancouver
951,Europe,Spain,Barcelona
952,Europe,Italy,Rome
953,North America,Canada,Toronto
954,Australia,New Zealand,Queenstown
955,Australia,New Zealand,Queenstown
956,South America,Brazil,Rio de Janeiro
957,Africa,South Africa,Cape Town
958,Asia,Thailand,Phuket
959,Australia,New Zealand,Auckland
960,South America,Brazil,Sao Paulo
961,South America,Chile,Santiago
962,Australia,Australia,Sydney
963,South America,Chile,Santiago
964,Australia,Australia,Melbourne
965,South America,Brazil,Rio de Janeiro
966,Australia,Australia,Melbourne
967,Australia,New Zealand,Queenstown
968,Asia,India,Goa
969,South America,Argentina,Buenos Aires
970,South America,Argentina,Buenos Aires
971,Africa,Kenya,Mombasa
972,Asia,Thailand,Phuket
973,Africa,Kenya,Nairobi
974,Africa,Kenya,Nairobi
975,Asia,India,Delhi
976,North America,Mexico,Mexico City
977,Australia,Australia,Melbourne
978,South America,Argentina,Buenos Aires
979,Australia,Australia,Melbourne
980,North America,Mexico,Mexico City
981,South America,Brazil,Sao Paulo
982,Europe,Germany,Berlin
983,Asia,Japan,Kyoto
984,Europe,France,Paris
985,Australia,New Zealand,Queenstown
986,Australia,New Zealand,Queenstown
987,North America,Mexico,Mexico City
988,Australia,Australia,Sydney
989,Africa,South Africa,Johannesburg
990,North America,Canada,Toronto
991,Europe,Italy,Venice
992,Europe,France,Nice
993,Asia,India,Mumbai
994,Asia,Singapore,Singapore
995,Australia,Australia,Melbourne
996,Australia,New Zealand,Auckland
997,South America,Chile,Santiago
998,North America,USA,Los Angeles
999,Asia,India,Delhi
1000,Europe,Germany,Berlin
