TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
750,943,2024,4,Friends,2,3.8
751,837,2023,5,Solo,39,4.1
752,424,2025,6,Business,45,3.6
753,670,2025,8,Business,76,3.4
754,837,2023,9,Friends,18,3.6
755,210,2023,8,Friends,17,3.8
756,419,2024,3,Couples,86,3.7
757,660,2022,1,Friends,65,3.4
758,96,2024,12,Family,62,3.5
759,880,2025,11,Friends,46,4.4
760,82,2025,6,Solo,44,4.0
761,162,2025,2,Business,71,4.2
762,713,2024,3,Solo,72,2.7
763,389,2025,4,Friends,14,4.3
764,194,2023,7,Business,78,3.6
765,893,2024,4,Friends,38,4.1
766,351,2023,5,Friends,12,3.4
767,810,2024,2,Friends,12,5.0
768,17,2024,9,Friends,68,4.0
769,252,2023,2,Family,34,3.2
770,556,2023,6,Friends,15,4.3
771,416,2024,6,Friends,67,2.7
772,269,2025,10,Couples,66,3.7
773,529,2023,3,Family,52,3.1
774,723,2025,6,Solo,21,4.3
775,955,2024,4,Couples,99,3.7
776,479,2025,9,Friends,56,3.5
777,324,2023,11,Family,46,3.4
778,849,2022,4,Couples,2,3.3
779,348,2024,10,Family,43,4.6
780,970,2022,8,Family,97,5.0
781,640,2024,3,Couples,45,5.0
782,117,2023,10,Friends,56,3.9
783,579,2024,11,Family,72,4.1
784,447,2025,9,Business,32,3.7
785,464,2025,7,Couples,25,2.9
786,919,2023,6,Couples,91,3.7
787,214,2022,12,Business,84,4.9
788,289,2023,5,Business,22,3.8
789,166,2023,3,Couples,37,3.0
790,688,2023,7,Couples,44,3.9
791,822,2023,12,Family,35,3.0
792,837,2022,7,Friends,92,4.4
793,792,2024,10,Family,61,3.6
794,559,2024,6,Couples,53,2.8
795,988,2022,10,Family,98,4.3
796,182,2024,4,Family,51,3.9
797,64,2025,11,Business,29,4.6
798,21,2024,6,Solo,39,4.5
799,603,2024,2,Solo,36,5.0
800,412,2022,11,Family,1,4.6
801,963,2024,2,Friends,63,3.5
802,581,2023,2,Family,9,5.0
803,189,2023,2,Couples,31,3.3
804,838,2024,10,Friends,49,3.8
805,218,2022,10,Friends,61,3.2
806,766,2024,1,Business,15,3.0
807,259,2024,8,Solo,52,4.6
808,155,2023,10,Family,38,3.8
809,358,2022,11,Couples,46,5.0
810,486,2025,3,Family,21,3.4
811,853,2025,4,Family,64,4.9
812,605,2024,10,Friends,9,4.7
813,502,2025,4,Couples,80,4.2
814,425,2025,6,Business,93,3.7
815,678,2023,5,Couples,31,4.6
816,216,2023,3,Couples,77,2.6
817,988,2025,7,Friends,92,4.0
818,873,2023,2,Friends,27,4.3
819,885,2022,7,Family,27,4.0
820,326,2023,10,Friends,53,4.7
821,599,2025,6,Friends,2,3.5
822,577,2022,11,Solo,65,4.3
823,628,2022,3,Friends,94,3.4
824,492,2023,1,Business,45,3.3
825,458,2025,12,Couples,35,4.3
826,243,2024,9,Couples,54,3.3
827,705,2023,3,Solo,79,3.7
828,716,2022,10,Couples,7,4.7
829,176,2023,9,Family,79,4.0
830,629,2025,12,Family,36,2.8
831,188,2024,6,Couples,56,4.2
832,595,2022,3,Business,65,5.0
833,619,2025,4,Business,53,3.4
834,464,2023,6,Couples,41,3.5
835,612,2024,7,Business,44,3.6
836,188,2024,9,Family,31,2.9
837,561,2025,11,Friends,2,3.5
838,947,2023,3,Couples,84,3.6
839,123,2025,4,Family,82,2.6
840,867,2022,10,Solo,5,2.4
841,74,2022,5,Solo,43,3.2
842,100,2022,9,Business,18,4.4
843,114,2022,6,Friends,78,3.7
844,82,2022,12,Solo,57,3.6
845,75,2024,3,Solo,14,4.4
846,532,2025,9,Friends,58,3.9
847,461,2024,1,Solo,68,3.8
848,236,2023,5,Solo,5,4.4
849,649,2022,3,Business,32,4.4
850,697,2022,10,Couples,30,3.4
851,515,2025,9,Friends,46,4.1
852,31,2023,2,Couples,47,3.2
853,581,2023,12,Family,58,3.8
854,767,2023,7,Couples,70,5.0
855,515,2022,8,Family,26,4.1
856,810,2022,4,Family,76,4.7
857,871,2023,2,Business,98,3.6
858,626,2025,2,Couples,30,4.1
859,329,2025,9,Friends,20,4.0
860,992,2024,3,Family,26,3.9
861,682,2024,12,Friends,29,5.0
862,367,2024,7,Family,16,3.5
863,524,2022,10,Family,72,3.6
864,534,2022,12,Friends,79,4.6
865,791,2024,2,Couples,97,2.8
866,551,2023,1,Business,33,4.7
867,898,2023,2,Family,6,4.2
868,72,2023,1,Family,92,4.9
869,925,2023,6,Family,58,4.3
870,910,2024,7,Family,22,3.8
871,104,2022,5,Family,50,3.3
872,79,2023,9,Solo,52,4.3
873,51,2023,3,Family,58,2.9
874,497,2024,2,Solo,19,4.5
875,372,2022,3,Couples,76,4.5
876,91,2024,2,Business,92,4.3
877,297,2022,8,Couples,2,4.4
878,174,2024,6,Business,29,4.6
879,351,2022,11,Couples,42,4.0
880,755,2025,7,Solo,2,3.4
881,543,2022,3,Friends,26,4.0
882,914,2023,7,Business,9,3.2
883,833,2024,10,Business,21,3.4
884,540,2022,11,Business,45,3.8
885,756,2025,7,Friends,3,4.2
886,158,2022,5,Solo,69,3.4
887,611,2022,2,Family,91,5.0
888,677,2025,11,Business,92,4.5
889,130,2024,2,Friends,27,2.4
890,255,2023,4,Friends,61,5.0
891,386,2023,6,Couples,32,3.9
892,773,2024,12,Family,13,4.7
893,825,2025,5,Family,35,4.0
894,468,2022,8,Friends,31,3.2
895,161,2025,2,Friends,72,3.4
896,717,2022,8,Business,39,4.3
897,172,2025,2,Business,9,4.1
898,992,2025,1,Family,15,3.9
899,214,2022,10,Solo,80,3.1
900,528,2025,10,Friends,99,4.0
901,663,2024,1,Business,14,3.7
902,977,2023,4,Family,58,2.8
903,693,2022,2,Family,56,4.0
904,530,2022,6,Family,73,4.0
905,731,2024,8,Family,70,3.3
906,202,2022,11,Couples,88,3.6
907,218,2022,1,Business,61,4.1
908,424,2024,1,Friends,12,2.4
909,939,2025,1,Couples,100,2.5
910,665,2022,12,Friends,66,3.8
911,934,2025,6,Couples,3,3.9
912,813,2024,10,Friends,98,3.8
913,506,2024,10,Family,54,3.4
914,736,2023,8,Couples,17,3.2
915,442,2022,6,Friends,24,3.7
916,878,2022,10,Family,18,3.8
917,227,2025,4,Friends,64,2.8
918,860,2024,11,Friends,99,3.9
919,496,2023,7,Business,100,5.0
920,677,2022,2,Couples,79,4.4
921,364,2025,4,Family,2,3.9
922,602,2025,8,Solo,75,4.2
923,648,2024,5,Friends,29,4.2
924,835,2024,8,Couples,53,3.1
925,295,2022,10,Friends,25,3.9
926,700,2023,7,Couples,96,3.7
927,260,2023,8,Family,92,3.4
928,555,2023,6,Family,95,3.9
929,67,2025,12,Couples,12,4.4
930,849,2024,12,Couples,96,2.6
931,158,2025,6,Couples,81,4.5
932,290,2024,11,Family,40,4.8
933,24,2023,12,Business,65,3.9
934,711,2022,2,Family,23,4.1
935,746,2025,10,Couples,35,3.1
936,280,2023,6,Business,8,2.6
937,456,2024,4,Friends,4,3.5
938,103,2024,10,Couples,63,4.1
939,738,2024,8,Couples,7,3.2
940,462,2023,6,Solo,53,3.6
941,978,2024,6,Solo,25,2.9
942,250,2024,12,Friends,20,3.9
943,835,2024,7,Solo,87,3.9
944,58,2025,3,Family,9,3.2
945,816,2023,9,Friends,45,3.7
946,119,2025,11,Business,79,3.2
947,191,2024,3,Family,68,4.5
948,929,2024,6,Couples,10,4.1
949,105,2024,2,Business,82,3.5
950,221,2023,9,Friends,94,4.4
951,349,2023,2,Solo,97,4.2
952,865,2025,8,Friends,6,4.7
953,480,2022,11,Couples,27,3.0
954,785,2022,10,Family,8,3.7
955,376,2024,2,Solo,87,4.4
956,281,2025,7,Friends,67,3.5
957,994,2023,11,Friends,46,3.8
958,302,2025,6,Family,38,3.7
959,348,2023,12,Friends,40,3.8
960,374,2022,9,Couples,80,4.5
961,113,2022,5,Couples,93,4.0
962,115,2022,4,Couples,13,3.4
963,302,2023,9,Solo,8,3.2
964,921,2022,9,Friends,49,2.1
965,630,2024,5,Couples,36,3.3
966,56,2022,12,Couples,4,4.2
967,845,2024,6,Friends,52,3.3
968,22,2024,8,Family,93,3.7
969,93,2024,7,Family,64,3.9
970,874,2025,10,Family,62,3.4
971,233,2022,7,Couples,98,5.0
972,626,2025,11,Family,28,4.3
973,744,2022,4,Solo,79,2.9
974,736,2024,9,Business,14,4.1
975,85,2022,10,Solo,31,4.3
976,857,2024,7,Friends,99,5.0
977,480,2023,7,Couples,67,3.2
978,977,2024,1,Friends,52,3.9
979,810,2025,11,Couples,76,4.6
980,881,2024,2,Solo,64,3.7
981,145,2024,8,Couples,80,3.9
982,617,2023,12,Couples,100,2.4
983,503,2024,9,Couples,17,4.0
984,103,2024,6,Solo,18,4.1
985,427,2023,6,Family,35,4.0
986,656,2022,10,Couples,8,3.4
987,415,2025,9,Family,10,4.0
988,133,2022,10,Business,23,4.8
989,976,2023,6,Business,54,4.5
990,331,2024,11,Family,33,5.0
991,34,2023,1,Business,71,5.0
992,118,2022,3,Couples,89,3.8
993,212,2022,12,Friends,34,5.0
994,45,2024,11,Solo,91,3.7
995,703,2025,10,Family,87,4.0
996,687,2025,5,Family,34,4.8
997,872,2025,5,Friends,54,2.8
998,320,2024,6,Business,83,4.7
999,240,2025,11,Family,18,4.3
1000,138,2023,7,Couples,71,4.9
1001,676,2022,4,Couples,21,3.3
1002,225,2023,8,Business,71,4.2
1003,12,2024,4,Friends,35,3.6
1004,80,2025,2,Friends,97,3.9
1005,671,2025,2,Couples,93,5.0
1006,196,2022,2,Solo,75,4.0
1007,423,2022,1,Friends,77,3.6
1008,904,2022,2,Couples,77,3.9
1009,715,2023,10,Business,88,4.4
1010,669,2024,4,Couples,66,3.0
1011,625,2022,12,Family,57,3.0
1012,10,2024,1,Couples,92,4.3
1013,869,2022,4,Couples,84,4.2
1014,657,2022,9,Family,86,3.5
1015,854,2025,4,Friends,5,4.0
1016,601,2024,7,Business,26,3.2
1017,270,2025,1,Business,56,4.1
1018,340,2025,8,Family,29,4.0
1019,473,2022,2,Friends,19,4.0
1020,558,2022,1,Couples,91,3.4
1021,589,2022,8,Friends,27,3.6
1022,995,2024,12,Couples,48,5.0
1023,477,2022,8,Family,43,2.6
1024,203,2022,2,Business,57,4.7
1025,363,2025,8,Friends,70,3.4
1026,321,2023,6,Friends,6,3.9
1027,665,2023,8,Friends,79,3.6
1028,246,2023,1,Friends,99,3.1
1029,548,2025,6,Friends,58,5.0
1030,651,2025,1,Solo,36,4.2
1031,425,2025,8,Family,58,2.8
1032,778,2023,6,Couples,60,4.3
1033,811,2023,3,Business,31,2.6
1034,604,2023,9,Solo,10,3.8
1035,71,2023,2,Couples,15,3.4
1036,994,2023,7,Couples,43,3.3
1037,810,2024,1,Family,5,2.4
1038,148,2024,5,Friends,61,3.3
1039,895,2023,4,Couples,12,3.5
1040,270,2022,11,Business,36,3.2
1041,863,2022,8,Family,55,4.2
1042,587,2024,11,Family,51,3.5
1043,849,2023,7,Couples,58,3.1
1044,138,2023,12,Friends,59,4.3
1045,862,2025,10,Friends,32,2.9
1046,634,2022,8,Friends,2,4.8
1047,308,2022,6,Family,91,5.0
1048,168,2025,9,Couples,45,4.2
1049,150,2025,10,Solo,18,3.2
1050,638,2025,5,Family,7,3.7
1051,371,2024,3,Friends,37,3.9
1052,214,2025,1,Solo,62,3.5
1053,239,2025,2,Business,20,3.0
1054,37,2022,9,Couples,4,3.6
1055,765,2023,1,Friends,88,4.2
1056,999,2022,10,Friends,10,4.6
1057,700,2024,9,Friends,15,3.8
1058,215,2025,7,Solo,71,3.1
1059,987,2024,2,Solo,6,3.1
1060,819,2023,5,Couples,60,3.1
1061,169,2022,10,Solo,62,4.1
1062,666,2025,5,Solo,36,3.6
1063,446,2023,12,Family,80,4.5
1064,541,2023,10,Business,82,3.2
1065,769,2022,1,Family,39,3.3
1066,343,2025,1,Family,34,2.7
1067,317,2023,4,Couples,10,3.6
1068,753,2024,7,Couples,28,2.4
1069,619,2022,2,Business,17,3.6
1070,99,2024,1,Friends,61,3.6
1071,522,2022,11,Couples,8,4.5
1072,130,2022,4,Family,37,4.2
1073,890,2024,9,Friends,25,4.3
1074,754,2023,2,Family,2,4.4
1075,912,2022,5,Couples,76,3.6
1076,940,2023,5,Couples,8,4.5
1077,166,2022,11,Solo,11,2.9
1078,445,2023,4,Couples,70,2.3
1079,880,2024,3,Business,17,4.6
1080,414,2025,11,Family,25,2.8
1081,666,2023,9,Solo,56,3.8
1082,23,2022,9,Couples,47,3.2
1083,144,2025,3,Family,73,3.2
1084,482,2024,9,Family,72,4.7
1085,230,2023,8,Friends,96,3.8
1086,382,2024,11,Solo,10,3.2
1087,396,2022,3,Family,45,4.4
1088,274,2024,2,Family,20,3.7
1089,31,2025,10,Friends,58,2.6
1090,253,2025,12,Family,19,5.0
1091,3,2025,6,Couples,67,4.1
1092,702,2022,12,Solo,94,4.1
1093,139,2024,5,Couples,20,3.5
1094,667,2025,6,Family,44,3.0
1095,940,2025,11,Couples,48,5.0
1096,205,2025,12,Couples,73,4.6
1097,816,2023,10,Business,26,3.1
1098,723,2022,10,Family,77,3.7
1099,578,2023,6,Couples,10,4.5
1100,368,2024,1,Friends,84,5.0
1101,158,2022,11,Solo,62,3.3
1102,43,2025,3,Family,8,4.3
1103,596,2023,11,Friends,16,3.9
1104,307,2023,11,Solo,33,3.8
1105,850,2023,7,Friends,92,4.8
1106,199,2025,10,Family,15,3.0
1107,230,2025,9,Family,46,4.9
1108,985,2023,8,Business,52,3.5
1109,66,2025,1,Solo,22,4.0
1110,343,2024,9,Friends,5,4.0
1111,246,2022,4,Friends,48,4.7
1112,310,2025,2,Family,14,3.1
1113,338,2023,1,Friends,67,4.3
1114,971,2024,3,Couples,5,3.0
1115,349,2024,5,Business,15,3.0
1116,329,2024,10,Couples,41,4.4
1117,279,2025,9,Solo,85,4.3
1118,402,2024,9,Friends,63,3.2
1119,823,2024,12,Solo,79,3.1
1120,640,2025,4,Family,10,3.6
1121,365,2025,2,Solo,75,4.2
1122,11,2022,2,Solo,64,2.7
1123,89,2025,1,Friends,99,3.7
1124,837,2022,3,Family,5,3.0
1125,521,2023,1,Family,94,2.3
1126,345,2024,10,Couples,16,4.7
1127,464,2022,8,Family,14,3.0
1128,898,2023,3,Family,27,2.7
1129,328,2024,4,Solo,92,4.3
1130,324,2025,1,Family,63,3.4
1131,849,2025,4,Family,87,5.0
1132,664,2024,11,Couples,88,3.6
1133,778,2024,12,Family,41,3.6
1134,351,2023,5,Friends,44,4.9
1135,210,2023,7,Solo,47,3.9
1136,276,2024,7,Business,79,4.1
1137,266,2025,7,Friends,10,3.6
1138,299,2022,4,Friends,79,3.7
1139,332,2024,9,Business,68,3.3
1140,109,2025,12,Friends,61,4.0
1141,435,2023,1,Business,58,3.1
1142,875,2024,2,Family,82,3.0
1143,838,2024,7,Family,30,4.2
1144,777,2024,9,Business,31,4.1
1145,131,2022,5,Friends,35,3.9
1146,163,2025,6,Family,15,3.7
1147,981,2025,4,Friends,97,3.2
1148,482,2024,3,Family,64,3.1
1149,783,2025,9,Family,6,3.4
1150,604,2022,11,Family,51,4.9
1151,699,2023,12,Couples,70,4.6
1152,122,2025,10,Solo,83,3.4
1153,238,2025,4,Family,82,3.5
1154,573,2025,10,Family,93,2.8
1155,323,2022,9,Family,2,4.6
1156,601,2023,1,Couples,18,5.0
1157,871,2024,4,Business,3,3.7
1158,986,2023,1,Solo,10,4.2
1159,798,2024,7,Friends,5,4.2
1160,482,2025,8,Solo,23,3.7
1161,681,2024,11,Business,100,4.1
1162,13,2025,10,Solo,11,3.8
1163,792,2022,10,Business,93,3.7
1164,208,2022,7,Business,33,4.2
1165,329,2024,12,Family,59,4.5
1166,442,2024,2,Friends,89,4.0
1167,832,2025,2,Friends,71,5.0
1168,65,2022,9,Solo,4,2.7
1169,306,2024,10,Couples,86,3.3
1170,385,2022,6,Friends,70,4.6
1171,982,2024,11,Couples,37,2.3
1172,325,2025,2,Business,58,3.6
1173,938,2023,2,Friends,48,4.9
1174,577,2023,9,Business,33,3.5
1175,571,2022,5,Couples,92,5.0
1176,328,2024,8,Friends,49,4.0
1177,69,2025,6,Business,88,2.9
1178,746,2022,3,Family,3,3.8
1179,413,2023,9,Business,50,2.6
1180,785,2025,12,Solo,49,3.4
1181,643,2022,2,Friends,43,2.5
1182,247,2023,8,Solo,20,4.0
1183,374,2023,2,Family,80,2.7
1184,573,2023,3,Couples,15,5.0
1185,74,2023,11,Business,61,4.8
1186,237,2022,5,Couples,99,5.0
1187,647,2024,4,Friends,4,4.3
1188,292,2023,7,Family,54,3.8
1189,493,2023,3,Family,75,5.0
1190,115,2022,1,Business,27,3.6
1191,336,2022,10,Business,80,3.1
1192,666,2024,10,Couples,22,4.2
1193,668,2025,4,Couples,65,4.2
1194,597,2022,11,Couples,61,3.2
1195,912,2023,12,Couples,2,2.6
1196,337,2024,4,Couples,88,3.3
1197,7,2024,6,Couples,9,3.8
1198,178,2024,1,Solo,75,4.0
1199,523,2023,7,Family,33,2.6
1200,619,2024,1,Solo,80,4.0
1201,134,2022,2,Family,49,3.7
1202,766,2024,4,Family,69,3.0
1203,771,2025,7,Business,58,3.7
1204,557,2022,5,Couples,76,3.2
1205,52,2024,4,Couples,82,3.7
1206,832,2022,4,Couples,79,3.7
1207,949,2022,4,Family,51,4.0
1208,129,2025,5,Family,35,4.3
1209,571,2024,3,Couples,1,3.3
1210,189,2023,10,Business,93,3.2
1211,782,2022,6,Friends,91,4.1
1212,452,2022,11,Couples,21,4.2
1213,282,2023,3,Friends,41,3.2
1214,759,2024,1,Solo,60,3.8
1215,502,2023,1,Friends,19,3.5
1216,44,2022,6,Friends,16,3.9
1217,55,2023,7,Couples,51,3.8
1218,558,2022,4,Friends,97,4.6
1219,74,2024,3,Business,41,3.8
1220,467,2022,1,Solo,87,3.8
1221,248,2025,3,Solo,69,3.2
1222,956,2025,8,Family,18,4.2
1223,97,2022,12,Solo,69,3.9
1224,965,2022,5,Friends,33,2.0
1225,634,2022,4,Couples,26,3.9
1226,200,2025,5,Family,20,4.5
1227,248,2024,2,Friends,90,3.1
1228,746,2024,12,Couples,73,3.2
1229,649,2025,8,Solo,51,4.3
1230,754,2022,2,Couples,24,4.4
1231,639,2024,9,Couples,21,4.7
1232,512,2024,4,Friends,85,3.8
1233,997,2022,9,Solo,9,3.5
1234,745,2023,1,Friends,93,4.8
1235,486,2023,4,Friends,68,3.7
1236,740,2025,1,Family,64,4.2
1237,493,2024,4,Family,97,4.2
1238,867,2025,7,Friends,37,4.4
1239,951,2024,8,Friends,12,4.5
1240,482,2025,4,Family,19,3.2
1241,545,2025,4,Family,10,4.1
1242,436,2025,3,Couples,97,4.0
1243,265,2022,11,Family,9,3.2
1244,914,2022,12,Couples,33,5.0
1245,951,2024,2,Solo,5,3.9
1246,136,2023,9,Friends,3,3.9
1247,695,2024,2,Friends,40,4.2
1248,893,2024,6,Friends,57,3.6
1249,846,2024,9,Friends,53,3.4
1250,541,2025,1,Solo,16,3.8
1251,859,2022,8,Friends,89,4.0
1252,33,2023,8,Solo,86,3.5
1253,489,2023,7,Family,82,3.8
1254,558,2022,3,Business,67,3.4
1255,606,2024,11,Business,61,2.4
1256,610,2025,5,Couples,55,3.4
1257,768,2024,6,Couples,81,4.4
1258,888,2022,11,Business,50,2.6
1259,845,2024,1,Friends,8,4.5
1260,125,2024,7,Friends,41,4.7
1261,511,2022,1,Couples,69,3.7
1262,213,2023,5,Couples,66,3.8
1263,77,2022,8,Family,32,5.0
1264,415,2022,5,Business,97,4.2
1265,983,2024,7,Family,3,4.9
1266,542,2024,11,Couples,82,4.1
1267,486,2022,10,Friends,40,3.1
1268,747,2025,4,Couples,90,4.0
1269,77,2022,5,Business,33,5.0
1270,487,2024,6,Friends,83,4.2
1271,723,2024,9,Business,95,2.9
1272,822,2025,5,Business,74,3.3
1273,70,2023,3,Family,90,4.1
1274,552,2025,7,Family,38,4.0
1275,183,2024,12,Family,51,4.3
1276,571,2025,8,Business,19,4.0
1277,624,2022,8,Friends,44,3.6
1278,937,2022,4,Friends,66,2.5
1279,578,2022,4,Couples,42,3.3
1280,476,2022,10,Friends,38,4.1
1281,470,2022,2,Solo,89,4.1
1282,456,2024,11,Friends,13,2.9
1283,569,2022,2,Couples,71,3.2
1284,303,2023,6,Friends,87,3.6
1285,833,2025,5,Couples,29,3.8
1286,141,2023,6,Business,10,3.8
1287,281,2025,8,Couples,44,4.6
1288,397,2022,11,Family,21,3.6
1289,444,2025,10,Friends,33,3.3
1290,144,2022,9,Friends,24,3.2
1291,175,2022,5,Solo,76,3.8
1292,155,2023,9,Family,99,2.6
1293,883,2023,1,Family,60,4.6
1294,898,2024,11,Family,97,2.5
1295,992,2022,2,Family,18,3.5
1296,862,2024,11,Couples,76,5.0
1297,121,2022,4,Family,68,4.0
1298,703,2022,3,Family,47,3.6
1299,574,2022,9,Family,64,3.3
1300,898,2024,3,Solo,56,3.7
1301,658,2022,4,Business,7,2.9
1302,60,2024,11,Business,40,4.3
1303,234,2022,8,Business,55,2.8
1304,800,2023,2,Solo,74,4.5
1305,457,2023,8,Friends,7,3.2
1306,913,2024,2,Family,66,4.6
1307,918,2022,4,Family,4,3.5
1308,728,2024,6,Friends,92,4.0
1309,207,2024,5,Family,18,3.8
1310,759,2025,6,Family,35,3.0
1311,359,2025,5,Solo,9,2.8
1312,55,2022,12,Business,87,4.1
1313,861,2025,9,Friends,88,4.6
1314,527,2024,1,Family,1,4.4
1315,713,2023,7,Family,29,3.2
1316,839,2024,6,Business,12,4.0
1317,51,2025,3,Solo,81,4.1
1318,481,2023,4,Friends,84,4.1
1319,621,2023,1,Business,79,5.0
1320,966,2025,8,Couples,79,4.0
1321,266,2022,9,Couples,54,3.1
1322,158,2023,10,Solo,44,3.6
1323,669,2025,3,Business,2,3.4
1324,643,2023,12,Solo,80,3.9
1325,683,2024,4,Couples,62,3.7
1326,605,2022,7,Couples,44,3.0
1327,670,2023,3,Solo,29,3.0
1328,889,2022,9,Friends,73,3.8
1329,463,2024,5,Couples,54,3.1
1330,468,2023,3,Couples,64,4.3
1331,264,2024,9,Friends,29,3.9
1332,690,2023,2,Family,41,4.3
1333,435,2024,9,Friends,68,3.2
1334,651,2022,10,Business,93,4.6
1335,279,2025,4,Couples,56,3.8
1336,505,2025,1,Family,78,3.8
1337,675,2023,6,Family,72,4.5
1338,714,2024,4,Family,23,3.7
1339,361,2024,2,Friends,52,3.9
1340,838,2025,12,Family,11,2.7
1341,490,2022,5,Business,93,4.3
1342,522,2025,7,Solo,27,3.5
1343,192,2024,3,Family,26,4.0
1344,35,2025,12,Business,65,3.4
1345,761,2022,9,Solo,83,4.5
1346,1,2023,8,Couples,51,4.2
1347,985,2025,7,Family,86,3.8
1348,49,2022,4,Family,16,3.6
1349,354,2023,1,Friends,75,4.4
1350,982,2023,12,Family,58,4.2
1351,783,2022,9,Couples,42,3.5
1352,292,2025,4,Friends,73,3.5
1353,97,2023,10,Couples,95,3.3
1354,884,2023,10,Family,93,2.9
1355,989,2025,10,Couples,3,5.0
1356,747,2023,12,Couples,90,2.8
1357,584,2025,7,Solo,68,2.9
1358,858,2023,10,Couples,50,3.6
1359,427,2022,6,Couples,42,3.2
1360,403,2023,9,Friends,16,4.6
1361,407,2024,7,Friends,85,3.5
1362,393,2023,6,Solo,76,4.2
1363,709,2025,6,Business,52,4.1
1364,662,2023,10,Family,27,3.7
1365,573,2023,6,Family,51,3.4
1366,891,2024,9,Couples,56,4.0
1367,946,2025,11,Solo,4,3.4
1368,842,2025,6,Family,34,4.2
1369,784,2022,3,Business,59,3.4
1370,175,2024,6,Business,94,2.0
1371,403,2024,11,Family,62,3.0
1372,915,2024,12,Solo,55,4.2
1373,641,2022,3,Business,8,3.3
1374,268,2025,7,Couples,33,3.0
1375,957,2024,12,Business,10,3.3
1376,730,2025,8,Family,80,4.1
1377,416,2025,11,Friends,88,3.6
1378,346,2025,1,Business,81,3.2
1379,34,2025,4,Solo,10,3.2
1380,282,2023,12,Friends,83,4.8
1381,317,2022,6,Couples,58,3.3
1382,474,2022,10,Solo,99,2.9
1383,847,2024,6,Business,86,4.0
1384,765,2025,5,Friends,93,2.4
1385,69,2025,6,Couples,62,4.5
1386,792,2022,6,Friends,66,4.6
1387,899,2022,5,Business,37,4.7
1388,412,2023,10,Family,94,3.5
1389,929,2023,8,Couples,64,3.5
1390,373,2023,11,Friends,56,3.2
1391,176,2025,3,Business,31,2.9
1392,304,2025,6,Friends,71,4.8
1393,715,2022,10,Solo,71,3.1
1394,184,2022,9,Family,95,4.1
1395,930,2025,9,Business,45,4.4
1396,499,2022,12,Solo,11,4.2
1397,810,2025,5,Solo,13,3.5
1398,69,2022,12,Friends,37,3.9
1399,867,2023,2,Couples,40,3.8
1400,190,2024,5,Business,86,3.5
1401,812,2023,3,Couples,22,4.0
1402,682,2023,10,Family,82,1.9
1403,122,2024,7,Business,87,4.2
1404,933,2022,3,Friends,94,2.4
1405,664,2025,8,Family,21,4.3
1406,398,2023,4,Solo,42,4.8
1407,459,2023,5,Friends,17,4.0
1408,731,2024,10,Solo,80,4.7
1409,31,2023,12,Solo,47,3.7
1410,272,2025,9,Family,43,3.2
1411,81,2025,6,Couples,12,3.7
1412,571,2022,8,Business,89,4.5
1413,948,2023,5,Family,80,3.6
1414,348,2023,7,Business,81,4.9
1415,577,2025,9,Friends,93,2.5
1416,554,2024,8,Family,11,4.7
1417,72,2022,8,Friends,18,3.5
1418,92,2025,12,Couples,22,4.3
1419,281,2023,7,Friends,51,2.5
1420,221,2025,5,Family,24,4.5
1421,170,2022,10,Couples,45,4.0
1422,549,2023,7,Business,53,4.0
1423,699,2025,3,Solo,1,4.3
1424,602,2024,12,Couples,52,4.3
1425,875,2022,3,Couples,80,5.0
1426,26,2024,10,Couples,70,3.5
1427,51,2022,1,Business,5,3.8
1428,540,2022,3,Couples,78,2.6
1429,767,2025,11,Couples,91,3.1
1430,701,2023,1,Family,44,5.0
1431,648,2023,1,Friends,48,3.3
1432,383,2022,9,Solo,55,4.0
1433,527,2023,3,Friends,57,4.3
1434,685,2025,1,Family,95,3.2
1435,782,2022,5,Family,59,2.5
1436,390,2022,12,Couples,55,3.9
1437,12,2022,8,Friends,20,4.0
1438,999,2022,6,Family,47,5.0
1439,521,2024,4,Friends,24,3.6
1440,485,2023,12,Business,78,3.9
1441,573,2025,5,Solo,81,3.8
1442,391,2022,3,Family,65,3.9
1443,847,2023,10,Friends,95,4.5
1444,785,2023,8,Couples,60,4.3
1445,341,2023,11,Friends,51,3.0
1446,560,2022,2,Couples,57,4.6
1447,527,2022,3,Family,69,4.2
1448,455,2023,8,Family,26,4.6
1449,516,2024,5,Family,21,4.8
1450,185,2024,12,Business,42,4.0
1451,324,2025,2,Solo,53,5.0
1452,798,2024,8,Couples,88,4.4
1453,550,2025,7,Couples,80,4.0
1454,277,2023,10,Friends,15,3.3
1455,527,2025,11,Couples,63,3.2
1456,969,2022,8,Friends,53,5.0
1457,43,2022,10,Family,7,3.1
1458,732,2022,6,Couples,80,3.4
1459,255,2023,3,Solo,2,3.2
1460,620,2022,4,Couples,69,3.0
1461,594,2024,9,Business,83,4.1
1462,617,2024,3,Friends,69,3.5
1463,259,2025,11,Business,4,2.9
1464,495,2022,10,Solo,26,2.6
1465,266,2025,9,Family,72,3.0
1466,330,2022,7,Solo,20,4.4
1467,641,2023,3,Couples,2,3.8
1468,883,2025,12,Family,18,2.9
1469,989,2025,10,Couples,89,4.6
1470,278,2022,6,Family,93,4.6
1471,803,2024,10,Family,67,3.6
1472,280,2025,5,Family,77,4.4
1473,457,2022,2,Couples,57,3.9
1474,250,2022,11,Friends,12,4.3
