TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,Continent,Country_x,City_x,City_y,Country_y,AttractionType,Attraction,AttractionAddress,VisitSeason,UserAverageRating,AttractionAverageRating
346,222,2024,12,Family,38,4.1,Europe,Italy,Venice,Luxor,Egypt,Museum,Luxor Museum 38,"Main Road, Luxor",Winter,4.449999999999999,3.784313725490196
347,94,2022,2,Family,13,4.1,North America,Mexico,Cancun,Auckland,New Zealand,Wildlife,Auckland Wildlife 13,"Main Road, Auckland",Winter,3.6166666666666667,3.8711864406779664
348,538,2025,12,Couples,75,3.7,South America,Argentina,Buenos Aires,Vancouver,Canada,Park,Vancouver Park 75,"Main Road, Vancouver",Winter,3.6500000000000004,3.861818181818182
349,150,2025,8,Couples,20,3.9,Africa,Egypt,Luxor,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Summer,3.85,3.775
350,439,2023,11,Couples,16,4.3,Africa,Kenya,Nairobi,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 16,"Main Road, Sao Paulo",Autumn,4.1,3.932758620689655
351,45,2024,8,Couples,59,3.2,North America,Mexico,Cancun,Melbourne,Australia,Museum,Melbourne Museum 59,"Main Road, Melbourne",Summer,3.8428571428571425,3.853061224489796
352,511,2024,3,Business,73,4.5,South America,Brazil,Sao Paulo,Queenstown,New Zealand,Shopping,Queenstown Shopping 73,"Main Road, Queenstown",Spring,3.9799999999999995,3.7816666666666667
353,234,2024,7,Family,81,3.6,South America,Brazil,Rio de Janeiro,Luxor,Egypt,Park,Luxor Park 81,"Main Road, Luxor",Summer,3.557142857142857,3.8309090909090906
354,309,2022,1,Solo,12,3.2,Australia,Australia,Sydney,New York,USA,Historical Site,New York Historical Site 12,"Main Road, New York",Winter,3.6,3.8160714285714286
355,350,2024,11,Friends,29,3.0,North America,Mexico,Cancun,Santiago,Chile,Wildlife,Santiago Wildlife 29,"Main Road, Santiago",Autumn,3.75,3.7943396226415094
356,763,2023,6,Solo,20,3.6,North America,USA,Las Vegas,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Summer,3.533333333333333,3.775
357,928,2024,5,Family,52,3.5,Africa,South Africa,Cape Town,Mombasa,Kenya,Shopping,Mombasa Shopping 52,"Main Road, Mombasa",Spring,3.6333333333333337,3.9035087719298245
358,192,2022,8,Business,8,3.5,Australia,New Zealand,Auckland,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Summer,3.6799999999999997,3.716279069767442
359,39,2022,4,Friends,28,3.5,South America,Brazil,Rio de Janeiro,Rio de Janeiro,Brazil,Beach,Rio de Janeiro Beach 28,"Main Road, Rio de Janeiro",Spring,3.85,3.7065217391304346
360,960,2024,8,Couples,38,4.0,South America,Brazil,Sao Paulo,Luxor,Egypt,Museum,Luxor Museum 38,"Main Road, Luxor",Summer,3.84,3.784313725490196
361,471,2023,7,Friends,22,3.1,Africa,South Africa,Johannesburg,Melbourne,Australia,Adventure,Melbourne Adventure 22,"Main Road, Melbourne",Summer,3.94,3.8629629629629627
362,192,2025,8,Family,10,4.1,Australia,New Zealand,Auckland,Toronto,Canada,Wildlife,Toronto Wildlife 10,"Main Road, Toronto",Summer,3.6799999999999997,3.8257575757575757
363,112,2023,7,Business,60,2.5,South America,Brazil,Sao Paulo,Johannesburg,South Africa,Museum,Johannesburg Museum 60,"Main Road, Johannesburg",Summer,3.8599999999999994,3.7857142857142856
364,825,2023,5,Family,55,3.5,Australia,New Zealand,Queenstown,Mumbai,India,Wildlife,Mumbai Wildlife 55,"Main Road, Mumbai",Spring,3.6999999999999997,3.6921568627450982
365,777,2022,9,Family,22,4.6,Africa,South Africa,Johannesburg,Melbourne,Australia,Adventure,Melbourne Adventure 22,"Main Road, Melbourne",Autumn,4.266666666666667,3.8629629629629627
366,399,2024,7,Friends,15,4.3,North America,Mexico,Mexico City,Jaipur,India,Historical Site,Jaipur Historical Site 15,"Main Road, Jaipur",Summer,3.5500000000000003,3.8632653061224493
367,849,2022,8,Couples,32,3.8,Africa,Kenya,Nairobi,Buenos Aires,Argentina,Shopping,Buenos Aires Shopping 32,"Main Road, Buenos Aires",Summer,3.9,3.812244897959184
368,720,2024,12,Family,73,2.8,Africa,South Africa,Johannesburg,Queenstown,New Zealand,Shopping,Queenstown Shopping 73,"Main Road, Queenstown",Winter,3.84,3.7816666666666667
369,211,2024,9,Solo,60,2.6,Europe,France,Nice,Johannesburg,South Africa,Museum,Johannesburg Museum 60,"Main Road, Johannesburg",Autumn,3.7,3.7857142857142856
370,708,2022,8,Couples,59,3.2,Australia,Australia,Sydney,Melbourne,Australia,Museum,Melbourne Museum 59,"Main Road, Melbourne",Summer,3.525,3.853061224489796
371,849,2024,9,Family,6,3.6,Africa,Kenya,Nairobi,Johannesburg,South Africa,Museum,Johannesburg Museum 6,"Main Road, Johannesburg",Autumn,3.9,3.8461538461538463
372,551,2022,11,Business,72,4.5,Europe,Germany,Berlin,Luxor,Egypt,Temple,Luxor Temple 72,"Main Road, Luxor",Autumn,4.05,3.696296296296296
373,422,2022,3,Couples,92,4.1,Australia,Australia,Sydney,Queenstown,New Zealand,Museum,Queenstown Museum 92,"Main Road, Queenstown",Spring,4.1,4.0339285714285715
374,406,2022,6,Solo,96,3.5,North America,Canada,Toronto,Cancun,Mexico,Adventure,Cancun Adventure 96,"Main Road, Cancun",Summer,3.6,3.5860000000000003
375,72,2022,6,Couples,62,3.4,Asia,Thailand,Phuket,Buenos Aires,Argentina,Park,Buenos Aires Park 62,"Main Road, Buenos Aires",Summer,3.7857142857142856,3.8065217391304347
376,699,2022,11,Friends,76,4.6,South America,Chile,Santiago,Tokyo,Japan,Temple,Tokyo Temple 76,"Main Road, Tokyo",Autumn,3.744444444444445,3.817777777777778
377,255,2023,4,Friends,69,3.3,Asia,Japan,Kyoto,Johannesburg,South Africa,Shopping,Johannesburg Shopping 69,"Main Road, Johannesburg",Spring,3.8333333333333335,3.818032786885246
378,762,2024,6,Friends,84,3.3,Asia,Singapore,Singapore,Singapore,Singapore,Temple,Singapore Temple 84,"Main Road, Singapore",Summer,3.433333333333333,3.7846153846153845
379,557,2023,1,Family,42,3.4,Australia,Australia,Melbourne,Singapore,Singapore,Wildlife,Singapore Wildlife 42,"Main Road, Singapore",Winter,3.766666666666667,3.706382978723404
380,481,2024,1,Couples,1,4.1,Africa,South Africa,Cape Town,Berlin,Germany,Wildlife,Berlin Wildlife 1,"Main Road, Berlin",Winter,3.525,3.782051282051282
381,328,2022,7,Couples,91,3.3,Australia,New Zealand,Auckland,Singapore,Singapore,Historical Site,Singapore Historical Site 91,"Main Road, Singapore",Summer,3.7333333333333334,3.924137931034483
382,699,2024,5,Family,13,3.3,South America,Chile,Santiago,Auckland,New Zealand,Wildlife,Auckland Wildlife 13,"Main Road, Auckland",Spring,3.744444444444445,3.8711864406779664
383,473,2025,7,Family,61,5.0,Europe,France,Nice,Sydney,Australia,Shopping,Sydney Shopping 61,"Main Road, Sydney",Summer,4.3,3.8000000000000003
384,871,2025,2,Couples,13,2.8,Asia,Thailand,Pattaya,Auckland,New Zealand,Wildlife,Auckland Wildlife 13,"Main Road, Auckland",Winter,3.528571428571429,3.8711864406779664
385,94,2022,11,Business,82,3.4,North America,Mexico,Cancun,Sydney,Australia,Temple,Sydney Temple 82,"Main Road, Sydney",Autumn,3.6166666666666667,3.7333333333333334
386,936,2025,9,Family,83,3.0,Asia,India,Jaipur,Melbourne,Australia,Wildlife,Melbourne Wildlife 83,"Main Road, Melbourne",Autumn,3.3714285714285714,3.851282051282051
387,364,2022,7,Family,95,4.3,South America,Brazil,Sao Paulo,Singapore,Singapore,Park,Singapore Park 95,"Main Road, Singapore",Summer,3.84,3.819607843137255
388,649,2024,1,Friends,54,3.5,Asia,India,Jaipur,Rio de Janeiro,Brazil,Shopping,Rio de Janeiro Shopping 54,"Main Road, Rio de Janeiro",Winter,3.8125,3.7326086956521736
389,843,2025,9,Couples,98,4.9,North America,Canada,Toronto,Mombasa,Kenya,Adventure,Mombasa Adventure 98,"Main Road, Mombasa",Autumn,4.366666666666667,4.017543859649122
390,953,2025,11,Couples,8,3.7,North America,Canada,Toronto,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Autumn,3.9,3.716279069767442
391,321,2023,3,Friends,42,4.0,South America,Argentina,Buenos Aires,Singapore,Singapore,Wildlife,Singapore Wildlife 42,"Main Road, Singapore",Spring,3.96,3.706382978723404
392,416,2022,5,Friends,93,3.5,Europe,France,Paris,Auckland,New Zealand,Adventure,Auckland Adventure 93,"Main Road, Auckland",Spring,3.22,3.7888888888888888
393,568,2023,2,Couples,6,3.5,North America,Canada,Vancouver,Johannesburg,South Africa,Museum,Johannesburg Museum 6,"Main Road, Johannesburg",Winter,3.72,3.8461538461538463
394,712,2024,3,Couples,49,4.9,Asia,Thailand,Bangkok,Santiago,Chile,Historical Site,Santiago Historical Site 49,"Main Road, Santiago",Spring,4.566666666666666,3.8877551020408165
395,817,2024,2,Friends,21,3.7,South America,Brazil,Rio de Janeiro,Luxor,Egypt,Temple,Luxor Temple 21,"Main Road, Luxor",Winter,4.066666666666666,3.8267857142857147
396,273,2024,8,Couples,6,4.0,Africa,South Africa,Cape Town,Johannesburg,South Africa,Museum,Johannesburg Museum 6,"Main Road, Johannesburg",Summer,3.4799999999999995,3.8461538461538463
397,962,2024,5,Solo,38,3.2,Australia,Australia,Sydney,Luxor,Egypt,Museum,Luxor Museum 38,"Main Road, Luxor",Spring,3.4875,3.784313725490196
398,299,2023,4,Friends,36,4.5,North America,USA,Los Angeles,Singapore,Singapore,Beach,Singapore Beach 36,"Main Road, Singapore",Spring,3.5799999999999996,3.7410714285714284
399,977,2024,12,Solo,100,3.0,Australia,Australia,Melbourne,Mombasa,Kenya,Wildlife,Mombasa Wildlife 100,"Main Road, Mombasa",Winter,3.3,3.75
400,872,2024,12,Couples,56,2.9,Africa,South Africa,Cape Town,Madrid,Spain,Historical Site,Madrid Historical Site 56,"Main Road, Madrid",Winter,3.3,3.892156862745098
401,210,2025,1,Solo,48,3.5,Africa,Egypt,Luxor,Nairobi,Kenya,Adventure,Nairobi Adventure 48,"Main Road, Nairobi",Winter,3.6624999999999996,3.845833333333333
402,900,2025,11,Business,38,3.0,Australia,Australia,Sydney,Luxor,Egypt,Museum,Luxor Museum 38,"Main Road, Luxor",Autumn,3.8,3.784313725490196
403,912,2025,8,Couples,56,4.4,Africa,Kenya,Nairobi,Madrid,Spain,Historical Site,Madrid Historical Site 56,"Main Road, Madrid",Summer,3.875,3.892156862745098
404,579,2023,6,Friends,24,3.7,Europe,France,Paris,Nairobi,Kenya,Museum,Nairobi Museum 24,"Main Road, Nairobi",Summer,3.857142857142857,3.8804878048780487
405,282,2025,8,Family,20,3.1,North America,USA,Las Vegas,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Summer,3.775,3.775
406,162,2024,2,Solo,87,5.0,Europe,Spain,Barcelona,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Winter,3.963636363636364,3.881818181818182
407,471,2024,7,Business,4,5.0,Africa,South Africa,Johannesburg,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Summer,3.94,3.96
408,899,2022,4,Friends,21,3.5,Africa,Egypt,Luxor,Luxor,Egypt,Temple,Luxor Temple 21,"Main Road, Luxor",Spring,4.1,3.8267857142857147
409,726,2023,1,Business,85,4.0,South America,Argentina,Buenos Aires,Rome,Italy,Historical Site,Rome Historical Site 85,"Main Road, Rome",Winter,3.9799999999999995,3.8607843137254902
410,878,2024,9,Couples,52,3.9,Africa,Egypt,Cairo,Mombasa,Kenya,Shopping,Mombasa Shopping 52,"Main Road, Mombasa",Autumn,4.114285714285714,3.9035087719298245
411,889,2023,1,Business,5,3.2,South America,Chile,Santiago,Santiago,Chile,Adventure,Santiago Adventure 5,"Main Road, Santiago",Winter,3.966666666666667,3.691111111111111
412,739,2025,7,Friends,86,3.9,Australia,New Zealand,Auckland,Cape Town,South Africa,Historical Site,Cape Town Historical Site 86,"Main Road, Cape Town",Summer,3.4,3.6799999999999997
413,552,2022,4,Business,10,4.1,Australia,New Zealand,Auckland,Toronto,Canada,Wildlife,Toronto Wildlife 10,"Main Road, Toronto",Spring,3.9799999999999995,3.8257575757575757
414,5,2024,5,Business,53,4.2,Africa,South Africa,Johannesburg,Milan,Italy,Shopping,Milan Shopping 53,"Main Road, Milan",Spring,3.7,3.685106382978723
415,237,2022,9,Solo,93,4.3,Asia,India,Mumbai,Auckland,New Zealand,Adventure,Auckland Adventure 93,"Main Road, Auckland",Autumn,3.914285714285714,3.7888888888888888
416,819,2024,12,Couples,30,4.5,Australia,New Zealand,Queenstown,Cape Town,South Africa,Museum,Cape Town Museum 30,"Main Road, Cape Town",Winter,3.9166666666666665,3.811111111111111
417,935,2022,11,Friends,90,2.7,Europe,Italy,Rome,Nice,France,Temple,Nice Temple 90,"Main Road, Nice",Autumn,3.5,3.7215686274509805
418,732,2022,7,Solo,94,4.1,North America,USA,New York,Melbourne,Australia,Temple,Melbourne Temple 94,"Main Road, Melbourne",Summer,3.8000000000000003,3.6732142857142853
419,981,2024,2,Business,56,3.9,South America,Brazil,Sao Paulo,Madrid,Spain,Historical Site,Madrid Historical Site 56,"Main Road, Madrid",Winter,3.6,3.892156862745098
420,439,2025,5,Family,22,3.6,Africa,Kenya,Nairobi,Melbourne,Australia,Adventure,Melbourne Adventure 22,"Main Road, Melbourne",Spring,4.1,3.8629629629629627
421,833,2023,6,Solo,63,3.6,Africa,Kenya,Nairobi,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Summer,3.6999999999999997,3.8245283018867924
422,611,2025,1,Couples,80,3.9,Africa,Kenya,Nairobi,Nairobi,Kenya,Temple,Nairobi Temple 80,"Main Road, Nairobi",Winter,4.08,3.8166666666666664
423,602,2022,6,Family,13,4.7,North America,Canada,Toronto,Auckland,New Zealand,Wildlife,Auckland Wildlife 13,"Main Road, Auckland",Summer,4.16,3.8711864406779664
424,366,2024,8,Friends,14,3.8,South America,Chile,Santiago,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 14,"Main Road, Sao Paulo",Summer,3.94,3.788235294117647
425,822,2022,1,Couples,27,3.4,Asia,India,Delhi,Nairobi,Kenya,Temple,Nairobi Temple 27,"Main Road, Nairobi",Winter,3.85,3.6843137254901963
426,407,2023,10,Solo,89,4.0,Africa,Egypt,Luxor,Sydney,Australia,Park,Sydney Park 89,"Main Road, Sydney",Autumn,3.783333333333333,3.811764705882353
427,986,2023,6,Friends,20,2.7,Australia,New Zealand,Queenstown,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Summer,3.957142857142857,3.775
428,249,2023,7,Family,14,4.6,Asia,Thailand,Bangkok,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 14,"Main Road, Sao Paulo",Summer,4.075,3.788235294117647
429,887,2024,11,Business,15,4.5,South America,Brazil,Sao Paulo,Jaipur,India,Historical Site,Jaipur Historical Site 15,"Main Road, Jaipur",Autumn,3.56,3.8632653061224493
430,916,2024,10,Friends,100,4.7,Europe,France,Paris,Mombasa,Kenya,Wildlife,Mombasa Wildlife 100,"Main Road, Mombasa",Autumn,3.95,3.75
431,872,2022,1,Solo,24,3.8,Africa,South Africa,Cape Town,Nairobi,Kenya,Museum,Nairobi Museum 24,"Main Road, Nairobi",Winter,3.3,3.8804878048780487
432,164,2023,10,Family,13,4.2,Africa,Kenya,Nairobi,Auckland,New Zealand,Wildlife,Auckland Wildlife 13,"Main Road, Auckland",Autumn,4.0600000000000005,3.8711864406779664
433,933,2024,4,Family,79,3.5,Europe,Germany,Berlin,Mexico City,Mexico,Historical Site,Mexico City Historical Site 79,"Main Road, Mexico City",Spring,3.5714285714285716,3.861224489795918
434,864,2024,3,Couples,66,3.4,Asia,Singapore,Singapore,Kyoto,Japan,Historical Site,Kyoto Historical Site 66,"Main Road, Kyoto",Spring,3.883333333333333,3.8181818181818183
435,792,2024,9,Couples,15,2.2,South America,Argentina,Buenos Aires,Jaipur,India,Historical Site,Jaipur Historical Site 15,"Main Road, Jaipur",Autumn,3.644444444444444,3.8632653061224493
436,125,2025,3,Business,57,3.3,Europe,Germany,Munich,Queenstown,New Zealand,Beach,Queenstown Beach 57,"Main Road, Queenstown",Spring,3.7399999999999998,3.8095238095238093
437,230,2023,5,Friends,18,3.0,North America,USA,Las Vegas,Madrid,Spain,Historical Site,Madrid Historical Site 18,"Main Road, Madrid",Spring,3.8666666666666667,3.7285714285714286
438,382,2024,5,Business,45,2.3,Africa,Egypt,Luxor,Cairo,Egypt,Park,Cairo Park 45,"Main Road, Cairo",Spring,3.2600000000000002,3.852830188679245
439,952,2022,7,Family,4,2.7,Europe,Italy,Rome,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Summer,3.7142857142857144,3.96
440,890,2022,5,Solo,96,3.5,North America,Mexico,Mexico City,Cancun,Mexico,Adventure,Cancun Adventure 96,"Main Road, Cancun",Spring,3.8833333333333333,3.5860000000000003
441,6,2024,10,Business,63,4.9,Africa,Kenya,Mombasa,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Autumn,4.433333333333334,3.8245283018867924
442,901,2023,8,Friends,32,3.3,South America,Chile,Santiago,Buenos Aires,Argentina,Shopping,Buenos Aires Shopping 32,"Main Road, Buenos Aires",Summer,3.94,3.812244897959184
443,534,2025,6,Friends,65,3.9,South America,Brazil,Rio de Janeiro,Vancouver,Canada,Museum,Vancouver Museum 65,"Main Road, Vancouver",Summer,4.066666666666666,3.9294117647058826
444,599,2022,2,Business,14,3.6,North America,Mexico,Cancun,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 14,"Main Road, Sao Paulo",Winter,3.7142857142857144,3.788235294117647
445,233,2024,10,Family,73,3.3,Australia,New Zealand,Auckland,Queenstown,New Zealand,Shopping,Queenstown Shopping 73,"Main Road, Queenstown",Autumn,4.0,3.7816666666666667
446,256,2023,9,Couples,87,3.1,South America,Brazil,Rio de Janeiro,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Autumn,4.1,3.881818181818182
447,237,2023,10,Business,25,3.2,Asia,India,Mumbai,Cairo,Egypt,Temple,Cairo Temple 25,"Main Road, Cairo",Autumn,3.914285714285714,3.595555555555556
448,937,2023,3,Family,25,3.6,South America,Argentina,Buenos Aires,Cairo,Egypt,Temple,Cairo Temple 25,"Main Road, Cairo",Spring,3.0444444444444443,3.595555555555556
449,738,2024,11,Business,10,3.5,South America,Chile,Santiago,Toronto,Canada,Wildlife,Toronto Wildlife 10,"Main Road, Toronto",Autumn,3.8,3.8257575757575757
450,576,2025,9,Family,2,3.4,Asia,India,Goa,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 2,"Main Road, Sao Paulo",Autumn,3.7,3.727272727272727
451,54,2025,1,Business,75,4.1,Africa,South Africa,Johannesburg,Vancouver,Canada,Park,Vancouver Park 75,"Main Road, Vancouver",Winter,3.716666666666667,3.861818181818182
452,656,2022,12,Couples,6,4.3,Asia,India,Goa,Johannesburg,South Africa,Museum,Johannesburg Museum 6,"Main Road, Johannesburg",Winter,3.44,3.8461538461538463
453,239,2023,12,Couples,48,3.7,Africa,South Africa,Cape Town,Nairobi,Kenya,Adventure,Nairobi Adventure 48,"Main Road, Nairobi",Winter,3.8857142857142857,3.845833333333333
454,474,2024,11,Family,59,3.8,North America,USA,Los Angeles,Melbourne,Australia,Museum,Melbourne Museum 59,"Main Road, Melbourne",Autumn,3.25,3.853061224489796
455,72,2024,7,Family,7,3.7,Asia,Thailand,Phuket,Santiago,Chile,Park,Santiago Park 7,"Main Road, Santiago",Summer,3.7857142857142856,3.6767857142857143
456,766,2022,1,Couples,43,3.4,Asia,Japan,Kyoto,Cape Town,South Africa,Shopping,Cape Town Shopping 43,"Main Road, Cape Town",Winter,3.425,3.772
457,981,2022,10,Business,8,2.4,South America,Brazil,Sao Paulo,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Autumn,3.6,3.716279069767442
458,76,2024,10,Friends,30,3.4,North America,Mexico,Mexico City,Cape Town,South Africa,Museum,Cape Town Museum 30,"Main Road, Cape Town",Autumn,3.7,3.811111111111111
459,180,2022,3,Family,37,4.2,Africa,Kenya,Nairobi,Mumbai,India,Historical Site,Mumbai Historical Site 37,"Main Road, Mumbai",Spring,4.0,3.752173913043478
460,461,2025,5,Friends,21,5.0,North America,Canada,Toronto,Luxor,Egypt,Temple,Luxor Temple 21,"Main Road, Luxor",Spring,3.7,3.8267857142857147
461,285,2022,6,Couples,20,3.1,Asia,India,Mumbai,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Summer,3.55,3.775
462,146,2023,4,Family,69,3.6,Asia,India,Goa,Johannesburg,South Africa,Shopping,Johannesburg Shopping 69,"Main Road, Johannesburg",Spring,3.62,3.818032786885246
463,787,2023,11,Family,87,4.2,Asia,Thailand,Bangkok,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Autumn,3.6555555555555554,3.881818181818182
464,948,2022,7,Business,36,3.6,Europe,Spain,Barcelona,Singapore,Singapore,Beach,Singapore Beach 36,"Main Road, Singapore",Summer,3.8666666666666667,3.7410714285714284
465,550,2025,9,Business,70,3.1,Europe,Germany,Berlin,Sydney,Australia,Beach,Sydney Beach 70,"Main Road, Sydney",Autumn,3.7777777777777777,3.7588235294117647
466,517,2024,11,Couples,20,3.9,Africa,Egypt,Cairo,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Autumn,3.8499999999999996,3.775
467,954,2022,12,Business,68,4.2,Australia,New Zealand,Queenstown,Toronto,Canada,Shopping,Toronto Shopping 68,"Main Road, Toronto",Winter,3.6875,3.607142857142857
468,441,2022,3,Solo,85,4.6,Asia,Thailand,Pattaya,Rome,Italy,Historical Site,Rome Historical Site 85,"Main Road, Rome",Spring,3.6714285714285713,3.8607843137254902
469,288,2024,4,Family,66,4.9,Australia,New Zealand,Queenstown,Kyoto,Japan,Historical Site,Kyoto Historical Site 66,"Main Road, Kyoto",Spring,4.1571428571428575,3.8181818181818183
470,864,2025,7,Solo,16,4.6,Asia,Singapore,Singapore,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 16,"Main Road, Sao Paulo",Summer,3.883333333333333,3.932758620689655
471,107,2022,11,Family,88,3.1,North America,USA,New York,Tokyo,Japan,Shopping,Tokyo Shopping 88,"Main Road, Tokyo",Autumn,3.314285714285714,3.901818181818182
472,618,2023,10,Solo,71,3.3,Australia,New Zealand,Auckland,Rio de Janeiro,Brazil,Museum,Rio de Janeiro Museum 71,"Main Road, Rio de Janeiro",Autumn,3.783333333333333,3.9066666666666667
473,108,2023,11,Solo,19,4.4,Europe,Spain,Madrid,Auckland,New Zealand,Park,Auckland Park 19,"Main Road, Auckland",Autumn,3.9000000000000004,3.689583333333333
474,12,2023,11,Family,67,4.1,Asia,India,Jaipur,Auckland,New Zealand,Historical Site,Auckland Historical Site 67,"Main Road, Auckland",Autumn,3.7399999999999998,3.736842105263158
475,962,2025,2,Family,49,2.6,Australia,Australia,Sydney,Santiago,Chile,Historical Site,Santiago Historical Site 49,"Main Road, Santiago",Winter,3.4875,3.8877551020408165
476,793,2022,10,Friends,96,3.4,Asia,Thailand,Bangkok,Cancun,Mexico,Adventure,Cancun Adventure 96,"Main Road, Cancun",Autumn,3.825,3.5860000000000003
477,808,2022,8,Friends,97,4.0,Africa,Egypt,Luxor,Los Angeles,USA,Historical Site,Los Angeles Historical Site 97,"Main Road, Los Angeles",Summer,3.75,3.661904761904762
478,468,2022,2,Couples,27,3.1,Asia,India,Jaipur,Nairobi,Kenya,Temple,Nairobi Temple 27,"Main Road, Nairobi",Winter,3.8600000000000003,3.6843137254901963
479,601,2025,8,Business,66,3.9,South America,Chile,Santiago,Kyoto,Japan,Historical Site,Kyoto Historical Site 66,"Main Road, Kyoto",Summer,4.0,3.8181818181818183
480,505,2025,4,Family,98,3.6,Africa,Egypt,Luxor,Mombasa,Kenya,Adventure,Mombasa Adventure 98,"Main Road, Mombasa",Spring,3.816666666666667,4.017543859649122
481,578,2024,12,Friends,65,5.0,Africa,South Africa,Johannesburg,Vancouver,Canada,Museum,Vancouver Museum 65,"Main Road, Vancouver",Winter,4.125,3.9294117647058826
482,569,2023,12,Family,78,3.7,Australia,New Zealand,Auckland,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Winter,3.6125000000000003,3.814814814814815
483,340,2022,10,Family,24,4.1,Africa,Egypt,Luxor,Nairobi,Kenya,Museum,Nairobi Museum 24,"Main Road, Nairobi",Autumn,4.014285714285714,3.8804878048780487
484,150,2025,4,Friends,70,4.0,Africa,Egypt,Luxor,Sydney,Australia,Beach,Sydney Beach 70,"Main Road, Sydney",Spring,3.85,3.7588235294117647
485,639,2022,4,Family,80,4.4,Australia,Australia,Melbourne,Nairobi,Kenya,Temple,Nairobi Temple 80,"Main Road, Nairobi",Spring,4.625,3.8166666666666664
486,148,2023,3,Couples,18,3.5,Africa,South Africa,Cape Town,Madrid,Spain,Historical Site,Madrid Historical Site 18,"Main Road, Madrid",Spring,3.95,3.7285714285714286
487,877,2024,5,Friends,16,4.6,Africa,South Africa,Johannesburg,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 16,"Main Road, Sao Paulo",Spring,3.6199999999999997,3.932758620689655
488,991,2023,12,Couples,78,5.0,Europe,Italy,Venice,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Winter,4.733333333333333,3.814814814814815
489,599,2022,7,Business,14,3.7,North America,Mexico,Cancun,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 14,"Main Road, Sao Paulo",Summer,3.7142857142857144,3.788235294117647
490,773,2025,7,Friends,27,1.6,South America,Argentina,Buenos Aires,Nairobi,Kenya,Temple,Nairobi Temple 27,"Main Road, Nairobi",Summer,3.28,3.6843137254901963
491,891,2024,11,Business,78,3.2,Australia,New Zealand,Queenstown,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Autumn,3.8333333333333335,3.814814814814815
492,83,2023,7,Friends,54,4.7,Europe,Germany,Munich,Rio de Janeiro,Brazil,Shopping,Rio de Janeiro Shopping 54,"Main Road, Rio de Janeiro",Summer,4.75,3.7326086956521736
493,909,2024,5,Family,84,3.9,Europe,Germany,Munich,Singapore,Singapore,Temple,Singapore Temple 84,"Main Road, Singapore",Spring,3.7,3.7846153846153845
494,790,2022,5,Couples,66,3.2,South America,Brazil,Sao Paulo,Kyoto,Japan,Historical Site,Kyoto Historical Site 66,"Main Road, Kyoto",Spring,3.3999999999999995,3.8181818181818183
495,601,2024,1,Couples,72,3.8,South America,Chile,Santiago,Luxor,Egypt,Temple,Luxor Temple 72,"Main Road, Luxor",Winter,4.0,3.696296296296296
496,925,2023,3,Solo,54,4.0,Africa,South Africa,Cape Town,Rio de Janeiro,Brazil,Shopping,Rio de Janeiro Shopping 54,"Main Road, Rio de Janeiro",Spring,3.9272727272727277,3.7326086956521736
497,963,2024,10,Family,65,3.7,South America,Chile,Santiago,Vancouver,Canada,Museum,Vancouver Museum 65,"Main Road, Vancouver",Autumn,3.9500000000000006,3.9294117647058826
498,852,2025,3,Couples,70,2.4,Europe,Spain,Barcelona,Sydney,Australia,Beach,Sydney Beach 70,"Main Road, Sydney",Spring,3.966666666666667,3.7588235294117647
